state_ansi,county_ansi,year,colonies
51,71,2002,59
51,73,2002,42
51,75,2002,43
51,77,2002,43
51,83,2002,70
51,85,2002,292
51,89,2002,552
51,95,2002,30
51,99,2002,46
51,105,2002,143
51,107,2002,995
51,109,2002,9
51,111,2002,16
51,113,2002,39
51,117,2002,23
51,121,2002,33
51,125,2002,191
51,137,2002,13
51,141,2002,100
51,143,2002,355
51,145,2002,45
51,147,2002,129
51,153,2002,203
51,155,2002,29
51,157,2002,583
51,163,2002,192
51,165,2002,1315
51,167,2002,231
51,169,2002,134
51,171,2002,21
51,173,2002,159
51,177,2002,18
51,179,2002,12
51,181,2002,7
51,185,2002,37
51,191,2002,125
51,195,2002,19
51,197,2002,361
51,199,2002,48
51,550,2002,198
51,800,2002,9
53,0,2002,67909
53,7,2002,530
53,9,2002,437
53,11,2002,655
53,13,2002,920
53,15,2002,408
53,17,2002,1160
53,25,2002,10176
53,27,2002,167
53,29,2002,45
53,31,2002,4
53,33,2002,2932
53,35,2002,61
53,39,2002,305
53,41,2002,99
53,43,2002,103
53,45,2002,313
53,47,2002,3246
53,53,2002,645
53,55,2002,31
53,57,2002,1502
53,59,2002,72
53,61,2002,1632
53,63,2002,4497
53,65,2002,3253
53,67,2002,2406
53,73,2002,966
53,77,2002,17937
54,0,2002,7423
54,1,2002,56
54,7,2002,66
54,11,2002,26
54,13,2002,15
54,15,2002,83
54,17,2002,23
54,19,2002,52
54,21,2002,31
54,25,2002,61
54,27,2002,72
54,31,2002,88
54,33,2002,156
54,35,2002,228
54,37,2002,78
54,39,2002,266
54,41,2002,36
54,43,2002,27
54,49,2002,27
54,51,2002,29
54,55,2002,133
54,57,2002,215
54,61,2002,28
54,63,2002,79
54,67,2002,6
54,71,2002,66
54,75,2002,125
54,77,2002,116
54,79,2002,40
54,81,2002,22
54,83,2002,161
54,85,2002,12
54,87,2002,327
54,89,2002,40
54,91,2002,17
54,93,2002,535
54,95,2002,6
54,97,2002,55
54,99,2002,145
54,105,2002,44
54,107,2002,257
55,0,2002,59434
55,5,2002,188
55,7,2002,88
55,9,2002,2924
55,11,2002,24
55,13,2002,18
55,15,2002,1664
55,19,2002,1789
55,21,2002,1347
55,23,2002,61
55,25,2002,1122
55,29,2002,8
55,31,2002,50
55,35,2002,174
55,39,2002,257
55,45,2002,270
55,47,2002,207
55,49,2002,211
55,53,2002,66
55,55,2002,380
55,57,2002,6
55,63,2002,88
55,65,2002,4700
55,67,2002,254
55,69,2002,174
55,71,2002,499
55,75,2002,763
55,77,2002,168
55,81,2002,467
55,87,2002,1183
55,93,2002,1541
55,95,2002,649
55,97,2002,1406
55,101,2002,49
55,103,2002,407
55,105,2002,1536
55,109,2002,281
55,111,2002,966
55,115,2002,455
55,117,2002,59
55,119,2002,828
55,121,2002,1995
55,123,2002,3193
55,127,2002,7
55,129,2002,61
55,131,2002,2346
55,135,2002,968
55,137,2002,2339
56,0,2002,31276
56,13,2002,10012
56,19,2002,4382
56,43,2002,6
1,1,2007,201
1,3,2007,275
1,9,2007,344
1,15,2007,231
1,19,2007,282
1,29,2007,60
1,31,2007,18
1,35,2007,26
1,39,2007,75
1,43,2007,215
1,45,2007,76
1,49,2007,643
1,55,2007,193
1,73,2007,311
1,75,2007,43
1,77,2007,42
1,79,2007,51
1,83,2007,276
1,89,2007,1231
1,93,2007,42
1,95,2007,285
1,97,2007,862
1,101,2007,1352
1,103,2007,215
1,111,2007,76
1,115,2007,176
1,117,2007,171
1,119,2007,23
1,121,2007,64
1,127,2007,177
1,133,2007,43
4,3,2007,1421
4,13,2007,17552
4,19,2007,1990
4,21,2007,3234
4,25,2007,266
4,27,2007,10062
5,5,2007,383
5,7,2007,177
5,9,2007,528
5,15,2007,40
5,21,2007,29
5,23,2007,48
5,29,2007,36
5,31,2007,9773
5,33,2007,140
5,37,2007,160
5,45,2007,133
5,47,2007,23
5,49,2007,27
5,51,2007,191
5,53,2007,68
5,59,2007,208
5,63,2007,659
5,69,2007,225
5,71,2007,9
5,83,2007,68
5,85,2007,150
5,87,2007,120
5,89,2007,83
5,93,2007,1520
5,101,2007,112
5,105,2007,23
5,113,2007,55
5,115,2007,241
5,119,2007,207
5,125,2007,25
5,127,2007,41
5,129,2007,19
5,131,2007,148
5,139,2007,913
5,143,2007,161
5,147,2007,570
5,149,2007,25
6,7,2007,11800
6,11,2007,6729
6,17,2007,383
6,19,2007,66117
6,21,2007,17543
6,23,2007,614
6,25,2007,38276
6,29,2007,60814
6,31,2007,11403
6,33,2007,24
6,35,2007,3
6,37,2007,5043
6,39,2007,19594
6,45,2007,324
6,47,2007,58789
6,57,2007,1344
6,59,2007,1879
6,61,2007,3454
6,65,2007,18241
6,67,2007,7062
6,71,2007,40729
6,73,2007,34383
6,77,2007,19280
6,79,2007,3277
6,81,2007,485
6,85,2007,130
6,87,2007,2037
6,89,2007,24846
6,93,2007,2122
6,97,2007,1961
6,99,2007,16405
6,101,2007,12028
6,103,2007,10104
6,105,2007,32
6,107,2007,59765
6,109,2007,1088
6,111,2007,6935
6,113,2007,26149
6,115,2007,1740
8,1,2007,196
8,13,2007,214
8,35,2007,110
8,39,2007,177
8,41,2007,156
8,43,2007,780
8,59,2007,25
8,69,2007,895
8,75,2007,22
8,77,2007,736
8,83,2007,127
8,85,2007,739
8,101,2007,1009
9,1,2007,197
9,3,2007,525
9,5,2007,1478
9,7,2007,61
9,9,2007,1109
9,11,2007,643
9,13,2007,128
9,15,2007,286
10,5,2007,250
12,1,2007,2966
12,5,2007,410
12,9,2007,2675
12,11,2007,2224
12,15,2007,5224
12,17,2007,2731
12,19,2007,60
12,21,2007,3956
12,23,2007,2829
12,27,2007,7071
12,31,2007,236
12,33,2007,1125
12,39,2007,261
12,45,2007,2112
12,49,2007,4404
12,51,2007,10709
12,53,2007,281
12,55,2007,1793
12,57,2007,5949
12,59,2007,49
12,61,2007,5584
12,69,2007,21653
12,71,2007,11041
12,75,2007,2201
12,77,2007,5726
12,79,2007,312
12,81,2007,4308
12,83,2007,984
12,85,2007,799
12,86,2007,5883
12,89,2007,168
12,91,2007,108
12,95,2007,1434
12,99,2007,10301
12,103,2007,92
12,105,2007,11197
12,113,2007,196
12,117,2007,6
12,119,2007,6
12,121,2007,15
12,125,2007,241
12,129,2007,3905
12,133,2007,476
13,3,2007,34
13,11,2007,52
13,15,2007,113
13,31,2007,284
13,45,2007,28
13,55,2007,51
13,57,2007,261
13,65,2007,26700
13,67,2007,208
13,69,2007,8410
13,77,2007,26
13,85,2007,11
13,97,2007,32
13,99,2007,144
13,101,2007,7800
13,111,2007,349
13,115,2007,58
13,119,2007,174
13,121,2007,42
13,129,2007,96
13,147,2007,124
13,151,2007,14
13,153,2007,124
13,157,2007,40
13,175,2007,55
13,195,2007,103
13,207,2007,13
13,217,2007,47
13,219,2007,342
13,241,2007,604
13,281,2007,6
13,291,2007,371
13,295,2007,45
13,299,2007,2660
13,313,2007,26
13,317,2007,30
15,1,2007,13240
15,3,2007,862
15,7,2007,1955
15,9,2007,608
16,5,2007,8
16,27,2007,17873
16,51,2007,600
16,69,2007,4379
16,73,2007,11001
16,83,2007,9363
16,87,2007,5971
17,5,2007,15
17,19,2007,271
17,31,2007,1479
17,41,2007,7
17,51,2007,62
17,55,2007,68
17,57,2007,18
17,77,2007,90
17,81,2007,9
17,85,2007,45
17,89,2007,628
17,93,2007,148
17,95,2007,10
17,97,2007,45
17,101,2007,18
17,105,2007,13
17,113,2007,120
17,119,2007,78
17,135,2007,58
17,141,2007,63
17,143,2007,94
17,145,2007,328
17,163,2007,80
17,173,2007,45
17,181,2007,8
17,183,2007,221
17,191,2007,49
17,195,2007,30
17,197,2007,11
17,199,2007,22
18,1,2007,480
18,3,2007,190
18,5,2007,11
18,13,2007,9
18,15,2007,37
18,19,2007,13
18,23,2007,98
18,25,2007,155
18,27,2007,15
18,29,2007,41
18,39,2007,77
18,53,2007,56
18,55,2007,6
18,59,2007,24
18,61,2007,22
18,63,2007,90
18,73,2007,23
18,75,2007,38
18,77,2007,29
18,79,2007,221
18,81,2007,27
18,87,2007,193
18,91,2007,319
18,95,2007,59
18,99,2007,171
18,113,2007,101
18,117,2007,4
18,119,2007,44
18,123,2007,35
18,125,2007,12
18,127,2007,207
18,133,2007,127
18,135,2007,10
18,137,2007,125
18,141,2007,621
18,143,2007,31
18,149,2007,20
18,155,2007,10
18,157,2007,136
18,167,2007,9
18,177,2007,135
18,179,2007,13
18,183,2007,39
19,5,2007,978
19,9,2007,45
19,15,2007,116
19,19,2007,77
19,31,2007,105
19,51,2007,82
19,61,2007,357
19,87,2007,8
19,91,2007,66
19,99,2007,769
19,103,2007,92
19,113,2007,380
19,121,2007,66
19,123,2007,13
19,131,2007,7
19,145,2007,1174
19,153,2007,179
19,155,2007,607
19,177,2007,78
19,181,2007,161
19,183,2007,242
19,193,2007,1344
20,11,2007,148
20,13,2007,22
20,15,2007,95
20,31,2007,74
20,35,2007,35
20,45,2007,167
20,59,2007,63
20,63,2007,63
20,85,2007,87
20,87,2007,54
20,91,2007,391
20,103,2007,23
20,121,2007,159
20,125,2007,11
20,133,2007,14
20,139,2007,60
20,155,2007,15
20,173,2007,192
20,177,2007,9
20,197,2007,4
20,201,2007,4800
20,205,2007,40
21,1,2007,69
21,3,2007,275
21,5,2007,78
21,9,2007,183
21,11,2007,44
21,15,2007,132
21,17,2007,54
21,19,2007,8
21,21,2007,54
21,23,2007,38
21,25,2007,10
21,27,2007,66
21,29,2007,13
21,31,2007,34
21,37,2007,48
21,41,2007,32
21,43,2007,108
21,45,2007,19
21,47,2007,188
21,49,2007,104
21,51,2007,76
21,53,2007,21
21,55,2007,67
21,63,2007,65
21,65,2007,66
21,67,2007,109
21,69,2007,61
21,81,2007,72
21,85,2007,77
21,89,2007,28
21,93,2007,161
21,97,2007,79
21,99,2007,337
21,103,2007,66
21,107,2007,14
21,109,2007,197
21,111,2007,98
21,113,2007,97
21,115,2007,8
21,123,2007,36
21,125,2007,115
21,127,2007,18
21,135,2007,46
21,137,2007,96
21,139,2007,57
21,141,2007,123
21,151,2007,87
21,153,2007,36
21,155,2007,55
21,161,2007,58
21,163,2007,49
21,165,2007,70
21,167,2007,81
21,169,2007,69
21,171,2007,88
21,175,2007,117
21,179,2007,355
21,181,2007,56
21,183,2007,70
21,185,2007,36
21,187,2007,57
21,191,2007,149
21,195,2007,146
21,199,2007,151
21,203,2007,50
21,207,2007,97
21,209,2007,184
21,211,2007,99
21,213,2007,31
21,215,2007,38
21,217,2007,186
21,219,2007,12
21,221,2007,8
21,223,2007,17
21,227,2007,156
21,229,2007,73
21,231,2007,84
21,235,2007,244
21,239,2007,236
22,5,2007,19
22,9,2007,8011
22,11,2007,144
22,13,2007,31
22,15,2007,922
22,17,2007,91
22,19,2007,106
22,31,2007,62
22,33,2007,178
22,37,2007,21
22,41,2007,20
22,43,2007,483
22,53,2007,42
22,55,2007,866
22,57,2007,25
22,61,2007,119
22,69,2007,5
22,73,2007,93
22,85,2007,88
22,97,2007,11949
22,103,2007,212
22,105,2007,81
22,115,2007,4
23,3,2007,115
23,5,2007,665
23,7,2007,72
23,9,2007,80
23,11,2007,1537
23,21,2007,47
23,23,2007,155
23,25,2007,65
23,29,2007,729
23,31,2007,33
24,1,2007,182
24,3,2007,107
24,5,2007,339
24,9,2007,33
24,13,2007,135
24,15,2007,50
24,17,2007,249
24,21,2007,2458
24,23,2007,69
24,25,2007,159
24,27,2007,119
24,31,2007,344
24,33,2007,105
24,35,2007,56
24,37,2007,56
25,1,2007,281
25,3,2007,98
25,9,2007,360
25,11,2007,447
25,13,2007,181
25,17,2007,2090
25,23,2007,281
25,27,2007,505
26,5,2007,158
26,11,2007,247
26,17,2007,2524
26,21,2007,4639
26,23,2007,758
26,25,2007,1229
26,27,2007,68
26,33,2007,65
26,37,2007,426
26,45,2007,230
26,49,2007,166
26,51,2007,1239
26,57,2007,569
26,59,2007,1440
26,63,2007,4860
26,65,2007,239
26,73,2007,318
26,75,2007,1200
26,77,2007,6975
26,79,2007,62
26,81,2007,2885
26,87,2007,275
26,89,2007,969
26,91,2007,586
26,93,2007,2730
26,97,2007,12
26,99,2007,131
26,105,2007,1225
26,109,2007,41
26,111,2007,145
26,115,2007,29
26,117,2007,4900
26,121,2007,24
26,125,2007,438
26,133,2007,68
26,135,2007,6
26,145,2007,1497
26,151,2007,3371
26,155,2007,215
26,157,2007,994
26,159,2007,47
26,161,2007,461
26,163,2007,533
27,1,2007,53
27,3,2007,631
27,17,2007,24
27,19,2007,103
27,21,2007,1028
27,27,2007,256
27,37,2007,826
27,49,2007,3597
27,55,2007,708
27,57,2007,40
27,65,2007,166
27,79,2007,52
27,95,2007,408
27,97,2007,3084
27,99,2007,212
27,109,2007,199
27,111,2007,18738
27,115,2007,235
27,119,2007,12544
27,131,2007,171
27,137,2007,37
27,139,2007,8
27,145,2007,4431
27,153,2007,3258
27,163,2007,292
27,171,2007,6236
28,21,2007,6
28,29,2007,29
28,31,2007,13
28,37,2007,18
28,41,2007,52
28,47,2007,32
28,49,2007,323
28,59,2007,840
28,67,2007,1364
28,77,2007,38
28,85,2007,42
28,87,2007,12
28,95,2007,81
28,111,2007,151
28,117,2007,119
28,123,2007,73
28,139,2007,23
28,147,2007,114
29,7,2007,304
29,9,2007,80
29,13,2007,66
29,15,2007,17
29,17,2007,4
29,19,2007,1737
29,25,2007,76
29,27,2007,312
29,31,2007,239
29,37,2007,68
29,43,2007,14
29,47,2007,57
29,51,2007,187
29,53,2007,45
29,55,2007,18
29,59,2007,74
29,63,2007,10
29,65,2007,135
29,67,2007,28
29,71,2007,291
29,73,2007,80
29,77,2007,458
29,79,2007,20
29,81,2007,89
29,85,2007,17
29,91,2007,28
29,99,2007,40
29,101,2007,33
29,105,2007,45
29,107,2007,824
29,109,2007,56
29,113,2007,30
29,119,2007,239
29,121,2007,25
29,123,2007,6
29,125,2007,129
29,131,2007,162
29,135,2007,66
29,137,2007,23
29,141,2007,35
29,145,2007,84
29,153,2007,17
29,159,2007,171
29,161,2007,8
29,163,2007,278
29,165,2007,86
29,167,2007,188
29,169,2007,21
29,175,2007,18
29,177,2007,12
29,183,2007,444
29,185,2007,6
29,186,2007,15
29,187,2007,43
29,189,2007,574
29,209,2007,76
29,213,2007,11
29,215,2007,108
29,217,2007,53
29,219,2007,26
29,223,2007,35
29,225,2007,64
29,229,2007,70
30,27,2007,6722
30,31,2007,5382
30,35,2007,1300
30,53,2007,2468
30,89,2007,814
30,97,2007,806
30,111,2007,8700
31,41,2007,420
31,93,2007,3534
31,109,2007,237
31,155,2007,192
31,185,2007,41
32,19,2007,7
32,23,2007,8
32,31,2007,348
33,5,2007,272
33,7,2007,17
33,11,2007,562
33,15,2007,182
33,17,2007,94
33,19,2007,68
34,1,2007,339
34,3,2007,18
34,5,2007,233
34,7,2007,22
34,9,2007,17
34,11,2007,5
34,19,2007,1024
34,21,2007,194
34,27,2007,415
34,29,2007,742
34,37,2007,419
34,41,2007,170
35,1,2007,161
35,5,2007,68
35,31,2007,201
35,35,2007,14
35,39,2007,979
35,49,2007,6
35,55,2007,54
35,61,2007,52
36,1,2007,151
36,3,2007,837
36,7,2007,276
36,11,2007,2828
36,13,2007,2206
36,15,2007,40
36,19,2007,199
36,21,2007,313
36,25,2007,115
36,27,2007,301
36,29,2007,397
36,31,2007,20
36,33,2007,986
36,39,2007,837
36,45,2007,1410
36,49,2007,328
36,51,2007,341
36,53,2007,1627
36,65,2007,1296
36,67,2007,818
36,69,2007,325
36,71,2007,227
36,75,2007,286
36,77,2007,479
36,83,2007,87
36,87,2007,46
36,89,2007,1055
36,91,2007,339
36,93,2007,18
36,97,2007,616
36,99,2007,470
36,101,2007,1467
36,103,2007,208
36,105,2007,41
36,107,2007,1485
36,109,2007,88
36,111,2007,388
36,115,2007,1776
36,119,2007,51
36,121,2007,171
36,123,2007,433
37,1,2007,306
37,3,2007,195
37,5,2007,344
37,7,2007,32
37,9,2007,222
37,11,2007,58
37,17,2007,55
37,19,2007,217
37,21,2007,891
37,23,2007,337
37,25,2007,214
37,27,2007,187
37,33,2007,120
37,35,2007,320
37,37,2007,362
37,39,2007,291
37,43,2007,54
37,45,2007,910
37,51,2007,521
37,57,2007,357
37,59,2007,157
37,61,2007,183
37,63,2007,52
37,67,2007,185
37,71,2007,235
37,75,2007,80
37,77,2007,119
37,81,2007,432
37,85,2007,82
37,87,2007,129
37,89,2007,283
37,97,2007,1347
37,101,2007,102
37,105,2007,192
37,107,2007,54
37,109,2007,234
37,111,2007,487
37,113,2007,278
37,115,2007,248
37,119,2007,169
37,121,2007,185
37,123,2007,53
37,125,2007,306
37,127,2007,425
37,129,2007,60
37,131,2007,5
37,137,2007,46
37,147,2007,353
37,149,2007,59
37,151,2007,261
37,153,2007,49
37,157,2007,367
37,159,2007,223
37,161,2007,281
37,163,2007,6821
37,167,2007,506
37,169,2007,481
37,171,2007,545
37,175,2007,19
37,179,2007,478
37,183,2007,644
37,189,2007,132
37,193,2007,520
37,195,2007,28
37,197,2007,283
37,199,2007,113
38,1,2007,21425
38,31,2007,15500
38,35,2007,7346
38,37,2007,8050
38,41,2007,13896
38,43,2007,11500
38,55,2007,27520
38,59,2007,19275
38,77,2007,4009
38,89,2007,14828
38,93,2007,2228
39,1,2007,89
39,3,2007,280
39,5,2007,251
39,7,2007,135
39,9,2007,358
39,13,2007,38
39,15,2007,95
39,17,2007,341
39,19,2007,110
39,21,2007,156
39,23,2007,202
39,25,2007,171
39,27,2007,141
39,29,2007,261
39,31,2007,86
39,33,2007,19
39,35,2007,219
39,37,2007,865
39,39,2007,327
39,41,2007,941
39,45,2007,219
39,47,2007,31
39,49,2007,144
39,51,2007,121
39,53,2007,1266
39,55,2007,84
39,57,2007,266
39,59,2007,34
39,61,2007,302
39,65,2007,79
39,71,2007,111
39,73,2007,41
39,75,2007,338
39,77,2007,608
39,81,2007,248
39,83,2007,216
39,85,2007,276
39,87,2007,61
39,89,2007,259
39,91,2007,359
39,93,2007,761
39,95,2007,277
39,97,2007,45
39,99,2007,616
39,103,2007,416
39,105,2007,49
39,107,2007,182
39,109,2007,181
39,111,2007,35
39,113,2007,252
39,117,2007,95
39,119,2007,72
39,123,2007,31
39,127,2007,74
39,129,2007,142
39,131,2007,48
39,133,2007,463
39,135,2007,66
39,137,2007,228
39,139,2007,166
39,141,2007,92
39,143,2007,94
39,145,2007,147
39,147,2007,800
39,149,2007,77
39,151,2007,642
39,153,2007,108
39,155,2007,253
39,157,2007,81
39,159,2007,244
39,161,2007,183
39,163,2007,13
39,165,2007,311
39,167,2007,65
39,169,2007,488
39,175,2007,317
40,1,2007,35
40,5,2007,29
40,13,2007,95
40,21,2007,46
40,23,2007,10
40,27,2007,533
40,35,2007,42
40,37,2007,57
40,39,2007,18
40,41,2007,56
40,49,2007,10
40,51,2007,71
40,61,2007,56
40,69,2007,14
40,77,2007,3
40,81,2007,150
40,83,2007,632
40,97,2007,23
40,101,2007,23
40,105,2007,13
40,109,2007,250
40,111,2007,14
40,113,2007,12
40,115,2007,94
40,117,2007,16
40,119,2007,134
40,121,2007,91
40,123,2007,13
40,125,2007,46
40,143,2007,72
40,145,2007,27
41,3,2007,2450
41,5,2007,9071
41,7,2007,11
41,9,2007,61
41,11,2007,73
41,13,2007,7
41,15,2007,14
41,17,2007,258
41,19,2007,917
41,29,2007,3661
41,33,2007,83
41,39,2007,2605
41,41,2007,23
41,47,2007,3005
41,53,2007,1056
41,57,2007,31
41,59,2007,5245
41,67,2007,1411
41,71,2007,3040
42,1,2007,1813
42,3,2007,811
42,5,2007,17
42,7,2007,299
42,9,2007,241
42,11,2007,1438
42,13,2007,57
42,15,2007,389
42,17,2007,543
42,19,2007,611
42,21,2007,152
42,25,2007,234
42,27,2007,212
42,29,2007,496
42,31,2007,28
42,33,2007,237
42,35,2007,125
42,39,2007,491
42,41,2007,1252
42,43,2007,180
42,45,2007,164
42,51,2007,210
42,55,2007,1601
42,57,2007,28
42,59,2007,142
42,61,2007,111
42,63,2007,85
42,65,2007,361
42,67,2007,132
42,71,2007,720
42,73,2007,384
42,75,2007,191
42,77,2007,402
42,81,2007,419
42,83,2007,24
42,85,2007,707
42,89,2007,163
42,91,2007,172
42,93,2007,48
42,95,2007,226
42,99,2007,177
42,105,2007,28
42,107,2007,460
42,109,2007,418
42,111,2007,289
42,113,2007,14
42,115,2007,416
42,117,2007,2193
42,123,2007,65
42,125,2007,309
42,127,2007,163
42,129,2007,458
42,131,2007,494
42,133,2007,1038
44,3,2007,54
44,7,2007,86
44,9,2007,259
45,1,2007,7
45,3,2007,141
45,7,2007,199
45,15,2007,5
45,19,2007,43
45,21,2007,406
45,23,2007,126
45,25,2007,5
45,35,2007,78
45,43,2007,14
45,45,2007,200
45,47,2007,28
45,51,2007,158
45,55,2007,22
45,57,2007,80
45,59,2007,136
45,63,2007,232
45,65,2007,8
45,71,2007,59
45,73,2007,244
45,75,2007,10
45,77,2007,1014
45,81,2007,297
45,83,2007,127
45,91,2007,140
46,5,2007,3241
46,19,2007,1952
46,53,2007,5302
46,77,2007,6707
46,99,2007,2100
46,123,2007,12832
46,135,2007,2190
47,1,2007,185
47,3,2007,298
47,5,2007,13
47,9,2007,418
47,11,2007,167
47,13,2007,92
47,15,2007,108
47,17,2007,32
47,19,2007,110
47,25,2007,86
47,29,2007,981
47,31,2007,111
47,35,2007,242
47,37,2007,282
47,39,2007,52
47,43,2007,106
47,47,2007,83
47,49,2007,200
47,51,2007,70
47,55,2007,79
47,57,2007,127
47,59,2007,328
47,61,2007,15
47,63,2007,119
47,65,2007,419
47,67,2007,40
47,69,2007,14
47,73,2007,159
47,77,2007,27
47,81,2007,22
47,89,2007,157
47,91,2007,37
47,93,2007,390
47,99,2007,637
47,101,2007,24
47,103,2007,451
47,105,2007,634
47,107,2007,308
47,111,2007,10
47,113,2007,257
47,115,2007,20
47,117,2007,61
47,119,2007,220
47,121,2007,51
47,123,2007,241
47,125,2007,45
47,129,2007,32
47,131,2007,13
47,133,2007,147
47,137,2007,14
47,139,2007,84
47,141,2007,69
47,145,2007,142
47,147,2007,66
47,149,2007,147
47,151,2007,33
47,155,2007,308
47,157,2007,114
47,159,2007,65
47,163,2007,534
47,165,2007,71
47,167,2007,137
47,171,2007,22
47,173,2007,64
47,177,2007,82
47,179,2007,123
47,185,2007,38
47,187,2007,121
47,189,2007,167
48,5,2007,1295
48,15,2007,105
48,19,2007,9
48,29,2007,4761
48,31,2007,17
48,35,2007,33
48,41,2007,50
48,53,2007,68
48,55,2007,659
48,59,2007,39
48,83,2007,17
48,85,2007,690
48,89,2007,10
48,91,2007,20
48,93,2007,16
48,97,2007,49
48,113,2007,190
48,147,2007,47
48,149,2007,1295
48,157,2007,45
48,171,2007,29
48,181,2007,97
48,187,2007,9
48,203,2007,23
48,209,2007,29
48,217,2007,79
48,221,2007,13
48,225,2007,45
48,241,2007,14
48,249,2007,160
48,251,2007,116
48,257,2007,87
48,259,2007,10
48,285,2007,85
48,287,2007,634
48,291,2007,11503
48,293,2007,32
48,303,2007,42
48,333,2007,5
48,337,2007,20
48,339,2007,2007
48,347,2007,6
48,349,2007,27
48,361,2007,4080
48,363,2007,10
48,365,2007,63
48,367,2007,32
48,395,2007,63
48,407,2007,9
48,419,2007,36
48,423,2007,455
48,439,2007,75
48,441,2007,30
48,449,2007,5
48,459,2007,47
48,467,2007,39
48,471,2007,46
48,473,2007,153
48,477,2007,23
48,479,2007,6
48,491,2007,49
48,493,2007,9
48,497,2007,62
48,499,2007,22
49,3,2007,1975
49,7,2007,4
49,13,2007,4674
49,21,2007,60
49,27,2007,7339
49,35,2007,476
49,41,2007,41
49,49,2007,2718
49,57,2007,31
50,1,2007,2654
50,7,2007,309
50,15,2007,23
50,17,2007,137
50,19,2007,348
50,23,2007,645
50,25,2007,287
50,27,2007,249
51,1,2007,18
51,3,2007,42
51,9,2007,17
51,11,2007,170
51,15,2007,261
51,19,2007,257
51,21,2007,30
51,31,2007,285
51,35,2007,198
51,37,2007,20
51,43,2007,1156
51,45,2007,11
51,47,2007,36
51,51,2007,23
51,59,2007,279
51,61,2007,204
51,63,2007,27
51,65,2007,5
51,67,2007,416
51,69,2007,178
51,71,2007,44
51,73,2007,13
51,75,2007,298
51,77,2007,141
51,83,2007,155
51,85,2007,96
51,89,2007,113
51,95,2007,32
51,99,2007,22
51,105,2007,124
51,107,2007,259
51,109,2007,60
51,111,2007,52
51,113,2007,35
51,117,2007,16
51,121,2007,81
51,125,2007,353
51,137,2007,10
51,141,2007,94
51,143,2007,567
51,145,2007,108
51,147,2007,35
51,153,2007,149
51,155,2007,21
51,157,2007,357
51,163,2007,136
51,165,2007,1726
51,167,2007,183
51,169,2007,142
51,171,2007,53
51,173,2007,90
51,177,2007,219
51,179,2007,48
51,181,2007,18
51,185,2007,58
51,191,2007,90
51,195,2007,136
51,197,2007,256
51,199,2007,38
51,550,2007,85
53,7,2007,1243
53,9,2007,425
53,11,2007,2199
53,13,2007,4143
53,15,2007,99
53,17,2007,328
53,27,2007,260
53,29,2007,70
53,31,2007,23
53,33,2007,1386
53,35,2007,623
53,39,2007,66
53,41,2007,568
53,43,2007,201
53,45,2007,67
53,47,2007,2406
53,53,2007,184
53,55,2007,20
53,57,2007,5079
53,61,2007,2445
53,63,2007,4498
53,65,2007,3173
53,67,2007,830
53,77,2007,19674
54,1,2007,158
54,7,2007,93
54,11,2007,214
54,13,2007,111
54,15,2007,68
54,17,2007,115
54,19,2007,62
54,21,2007,74
54,25,2007,140
54,31,2007,75
54,33,2007,289
54,35,2007,263
54,37,2007,33
54,39,2007,113
54,41,2007,211
54,43,2007,195
54,49,2007,143
54,51,2007,134
54,55,2007,163
54,57,2007,283
54,61,2007,127
54,63,2007,90
54,67,2007,196
54,71,2007,102
54,75,2007,415
54,77,2007,138
54,79,2007,165
54,81,2007,91
54,83,2007,404
54,85,2007,90
54,87,2007,124
54,89,2007,144
54,91,2007,116
