state_ansi,county_ansi,year,colonies
54,95,2007,101
54,97,2007,160
54,99,2007,246
54,105,2007,44
54,107,2007,170
55,5,2007,405
55,7,2007,107
55,9,2007,1731
55,11,2007,319
55,13,2007,9
55,15,2007,86
55,19,2007,3111
55,21,2007,869
55,23,2007,550
55,25,2007,708
55,29,2007,22
55,31,2007,13
55,35,2007,129
55,39,2007,163
55,45,2007,238
55,47,2007,99
55,49,2007,405
55,55,2007,67
55,57,2007,10
55,63,2007,112
55,65,2007,3144
55,69,2007,121
55,71,2007,581
55,75,2007,467
55,77,2007,193
55,81,2007,685
55,87,2007,518
55,93,2007,424
55,95,2007,1963
55,97,2007,663
55,101,2007,158
55,103,2007,525
55,105,2007,773
55,109,2007,171
55,111,2007,1631
55,121,2007,394
55,123,2007,1884
55,127,2007,33
55,129,2007,360
55,131,2007,1992
55,135,2007,280
55,137,2007,2084
56,13,2007,13040
56,19,2007,7887
1,1,2012,119
1,3,2012,256
1,9,2012,470
1,15,2012,207
1,19,2012,70
1,29,2012,128
1,31,2012,12
1,35,2012,10
1,39,2012,199
1,43,2012,219
1,45,2012,106
1,49,2012,379
1,55,2012,469
1,73,2012,266
1,75,2012,15
1,77,2012,188
1,79,2012,77
1,83,2012,615
1,89,2012,842
1,93,2012,41
1,95,2012,69
1,97,2012,721
1,103,2012,122
1,111,2012,99
1,115,2012,56
1,117,2012,224
1,119,2012,46
1,121,2012,75
1,127,2012,183
1,133,2012,72
4,1,2012,22
4,3,2012,3615
4,13,2012,23212
4,15,2012,7
4,19,2012,8872
4,21,2012,4065
4,27,2012,7881
5,5,2012,117
5,7,2012,155
5,9,2012,148
5,15,2012,110
5,19,2012,39
5,21,2012,50
5,29,2012,37
5,33,2012,51
5,43,2012,19
5,45,2012,236
5,47,2012,72
5,49,2012,19
5,51,2012,22
5,59,2012,60
5,65,2012,19
5,71,2012,26
5,75,2012,16
5,83,2012,36
5,85,2012,36
5,87,2012,99
5,89,2012,32
5,93,2012,810
5,101,2012,88
5,105,2012,18
5,113,2012,45
5,115,2012,137
5,119,2012,228
5,129,2012,26
5,131,2012,50
5,137,2012,883
5,143,2012,134
5,149,2012,85
6,7,2012,24423
6,11,2012,4855
6,13,2012,229
6,17,2012,533
6,19,2012,57324
6,21,2012,51140
6,23,2012,213
6,25,2012,33126
6,29,2012,129731
6,31,2012,17049
6,33,2012,165
6,37,2012,9441
6,39,2012,66088
6,43,2012,24
6,45,2012,381
6,47,2012,67350
6,57,2012,2212
6,61,2012,14533
6,65,2012,23486
6,67,2012,24510
6,71,2012,54673
6,73,2012,43711
6,77,2012,10597
6,79,2012,643
6,81,2012,332
6,85,2012,233
6,87,2012,1666
6,89,2012,36305
6,93,2012,1519
6,95,2012,6992
6,97,2012,2956
6,99,2012,25673
6,101,2012,16176
6,103,2012,14427
6,105,2012,76
6,107,2012,47855
6,109,2012,265
6,111,2012,7886
6,113,2012,23261
6,115,2012,1828
8,1,2012,69
8,11,2012,6724
8,13,2012,233
8,21,2012,1725
8,27,2012,82
8,35,2012,234
8,39,2012,160
8,41,2012,103
8,43,2012,465
8,59,2012,58
8,69,2012,470
8,75,2012,604
8,77,2012,153
8,83,2012,93
8,85,2012,779
8,107,2012,1415
9,1,2012,444
9,3,2012,884
9,5,2012,961
9,7,2012,102
9,9,2012,1560
9,11,2012,658
9,13,2012,212
9,15,2012,818
10,1,2012,207
10,3,2012,185
10,5,2012,425
12,1,2012,10589
12,5,2012,327
12,9,2012,9452
12,11,2012,1560
12,19,2012,237
12,21,2012,2813
12,27,2012,11361
12,31,2012,215
12,33,2012,193
12,39,2012,136
12,41,2012,268
12,49,2012,2837
12,51,2012,3489
12,53,2012,444
12,55,2012,4655
12,57,2012,1845
12,59,2012,17
12,61,2012,6068
12,63,2012,850
12,69,2012,16173
12,71,2012,3608
12,75,2012,134
12,77,2012,7200
12,79,2012,451
12,81,2012,7843
12,83,2012,5829
12,85,2012,623
12,86,2012,5099
12,89,2012,133
12,91,2012,71
12,95,2012,769
12,97,2012,19
12,99,2012,15291
12,103,2012,142
12,105,2012,17570
12,111,2012,6714
12,113,2012,150
12,115,2012,1543
12,117,2012,225
12,119,2012,6
12,121,2012,10
12,125,2012,229
12,129,2012,1525
12,133,2012,265
13,11,2012,167
13,15,2012,131
13,19,2012,96
13,31,2012,18
13,45,2012,32
13,55,2012,60
13,57,2012,72
13,65,2012,17236
13,67,2012,216
13,69,2012,4862
13,77,2012,80
13,85,2012,25
13,87,2012,40
13,91,2012,188
13,97,2012,19
13,101,2012,6186
13,105,2012,101
13,111,2012,191
13,115,2012,49
13,117,2012,142
13,119,2012,49
13,121,2012,71
13,129,2012,27
13,135,2012,35
13,139,2012,67
13,147,2012,133
13,151,2012,93
13,157,2012,170
13,161,2012,32
13,175,2012,116
13,195,2012,266
13,207,2012,137
13,217,2012,71
13,219,2012,433
13,223,2012,13
13,225,2012,607
13,237,2012,60
13,241,2012,559
13,271,2012,14
13,281,2012,16
13,291,2012,124
13,295,2012,53
13,297,2012,18
13,313,2012,36
13,317,2012,27
15,1,2012,6821
15,3,2012,982
15,7,2012,399
15,9,2012,428
16,5,2012,130
16,27,2012,14025
16,51,2012,511
16,65,2012,3704
16,69,2012,3533
16,73,2012,15400
16,87,2012,3033
17,5,2012,52
17,7,2012,67
17,19,2012,311
17,21,2012,35
17,27,2012,10
17,31,2012,424
17,37,2012,99
17,41,2012,23
17,51,2012,80
17,55,2012,61
17,57,2012,52
17,77,2012,153
17,81,2012,85
17,85,2012,73
17,89,2012,920
17,93,2012,179
17,95,2012,189
17,97,2012,366
17,101,2012,6
17,105,2012,38
17,107,2012,321
17,111,2012,1008
17,113,2012,32
17,119,2012,85
17,135,2012,39
17,139,2012,83
17,141,2012,87
17,143,2012,176
17,145,2012,155
17,147,2012,28
17,163,2012,170
17,165,2012,22
17,173,2012,60
17,181,2012,6
17,183,2012,52
17,191,2012,181
17,195,2012,216
17,197,2012,125
17,199,2012,86
18,1,2012,458
18,3,2012,337
18,5,2012,23
18,13,2012,24
18,15,2012,60
18,17,2012,28
18,19,2012,64
18,23,2012,80
18,25,2012,85
18,27,2012,89
18,29,2012,34
18,39,2012,406
18,47,2012,30
18,49,2012,32
18,53,2012,53
18,55,2012,44
18,57,2012,548
18,59,2012,141
18,61,2012,57
18,63,2012,131
18,73,2012,38
18,75,2012,67
18,77,2012,44
18,79,2012,75
18,81,2012,142
18,87,2012,446
18,91,2012,63
18,95,2012,190
18,99,2012,186
18,105,2012,71
18,109,2012,189
18,113,2012,229
18,117,2012,58
18,119,2012,31
18,123,2012,17
18,127,2012,144
18,133,2012,208
18,135,2012,64
18,137,2012,54
18,141,2012,212
18,143,2012,17
18,145,2012,45
18,149,2012,40
18,155,2012,46
18,157,2012,164
18,167,2012,85
18,177,2012,330
18,179,2012,21
18,183,2012,39
19,7,2012,47
19,9,2012,48
19,15,2012,16
19,17,2012,71
19,19,2012,406
19,31,2012,116
19,51,2012,166
19,87,2012,53
19,103,2012,60
19,113,2012,314
19,121,2012,38
19,123,2012,58
19,131,2012,51
19,135,2012,17
19,145,2012,16
19,153,2012,112
19,155,2012,25
19,169,2012,51
19,177,2012,123
19,181,2012,153
19,183,2012,305
19,191,2012,62
19,193,2012,1077
20,11,2012,52
20,13,2012,6
20,15,2012,57
20,31,2012,27
20,35,2012,49
20,37,2012,41
20,45,2012,110
20,59,2012,41
20,85,2012,36
20,87,2012,96
20,91,2012,691
20,103,2012,208
20,121,2012,100
20,125,2012,28
20,133,2012,15
20,139,2012,63
20,155,2012,111
20,173,2012,156
20,177,2012,33
20,197,2012,15
20,205,2012,38
21,1,2012,186
21,3,2012,235
21,5,2012,101
21,9,2012,369
21,11,2012,93
21,15,2012,170
21,17,2012,71
21,19,2012,23
21,21,2012,34
21,23,2012,111
21,25,2012,50
21,27,2012,102
21,29,2012,45
21,31,2012,51
21,35,2012,18
21,37,2012,74
21,41,2012,18
21,43,2012,97
21,45,2012,96
21,47,2012,126
21,49,2012,168
21,51,2012,85
21,53,2012,44
21,55,2012,110
21,57,2012,61
21,63,2012,50
21,65,2012,24
21,67,2012,120
21,69,2012,44
21,81,2012,130
21,85,2012,83
21,89,2012,87
21,93,2012,332
21,97,2012,182
21,99,2012,142
21,103,2012,99
21,109,2012,141
21,111,2012,40
21,113,2012,104
21,115,2012,39
21,121,2012,66
21,123,2012,37
21,125,2012,177
21,127,2012,35
21,135,2012,45
21,137,2012,105
21,139,2012,19
21,141,2012,108
21,151,2012,117
21,153,2012,119
21,155,2012,43
21,161,2012,61
21,163,2012,164
21,165,2012,79
21,167,2012,700
21,169,2012,103
21,171,2012,102
21,175,2012,88
21,179,2012,344
21,181,2012,59
21,183,2012,80
21,185,2012,75
21,187,2012,39
21,191,2012,73
21,195,2012,160
21,199,2012,237
21,203,2012,61
21,207,2012,79
21,209,2012,82
21,211,2012,336
21,213,2012,35
21,215,2012,36
21,217,2012,166
21,219,2012,7
21,221,2012,38
21,223,2012,30
21,227,2012,252
21,229,2012,88
21,231,2012,113
21,235,2012,96
21,239,2012,255
22,5,2012,74
22,11,2012,113
22,13,2012,6
22,15,2012,1110
22,17,2012,438
22,19,2012,387
22,31,2012,6
22,33,2012,708
22,37,2012,42
22,41,2012,28
22,43,2012,808
22,47,2012,65
22,53,2012,12
22,57,2012,259
22,63,2012,54
22,69,2012,20
22,73,2012,193
22,85,2012,26
22,89,2012,140
22,97,2012,90
22,103,2012,195
22,105,2012,100
22,115,2012,13
23,1,2012,37
23,3,2012,171
23,5,2012,1770
23,7,2012,164
23,9,2012,30
23,11,2012,3354
23,21,2012,79
23,23,2012,199
23,25,2012,282
23,29,2012,7032
23,31,2012,161
24,1,2012,71
24,3,2012,77
24,5,2012,375
24,9,2012,22
24,13,2012,107
24,15,2012,25
24,17,2012,149
24,21,2012,2561
24,23,2012,70
24,25,2012,166
24,27,2012,38
24,31,2012,260
24,33,2012,302
24,37,2012,83
25,1,2012,222
25,3,2012,338
25,5,2012,238
25,9,2012,287
25,13,2012,283
25,15,2012,269
25,17,2012,1012
25,23,2012,560
25,27,2012,547
26,5,2012,277
26,11,2012,71
26,17,2012,870
26,21,2012,4259
26,25,2012,708
26,33,2012,78
26,37,2012,390
26,45,2012,229
26,47,2012,18
26,49,2012,312
26,51,2012,48
26,57,2012,415
26,59,2012,749
26,65,2012,420
26,67,2012,119
26,73,2012,148
26,75,2012,1041
26,77,2012,5281
26,79,2012,83
26,81,2012,5371
26,87,2012,369
26,89,2012,198
26,91,2012,1057
26,93,2012,4784
26,97,2012,5
26,99,2012,175
26,101,2012,413
26,105,2012,747
26,109,2012,47
26,111,2012,93
26,115,2012,78
26,117,2012,4242
26,121,2012,42
26,125,2012,251
26,133,2012,148
26,135,2012,79
26,145,2012,1185
26,151,2012,3187
26,155,2012,179
26,157,2012,858
26,159,2012,148
26,161,2012,321
26,163,2012,1192
27,1,2012,49
27,3,2012,416
27,17,2012,9
27,19,2012,66
27,21,2012,300
27,25,2012,357
27,35,2012,19
27,53,2012,130
27,55,2012,19
27,57,2012,29
27,65,2012,220
27,79,2012,84
27,95,2012,254
27,97,2012,3859
27,109,2012,351
27,111,2012,18548
27,115,2012,255
27,119,2012,16559
27,131,2012,78
27,135,2012,5690
27,137,2012,81
27,139,2012,64
27,141,2012,58
27,145,2012,2775
27,157,2012,21
27,163,2012,144
28,25,2012,14
28,29,2012,222
28,31,2012,23
28,37,2012,31
28,41,2012,474
28,47,2012,95
28,49,2012,482
28,57,2012,24
28,59,2012,320
28,67,2012,766
28,77,2012,12
28,85,2012,237
28,87,2012,78
28,95,2012,29
28,107,2012,43
28,111,2012,11
28,117,2012,42
28,121,2012,81
28,123,2012,306
28,131,2012,18
28,139,2012,55
28,147,2012,55
29,1,2012,22
29,7,2012,275
29,9,2012,84
29,13,2012,36
29,15,2012,55
29,17,2012,22
29,19,2012,500
29,25,2012,67
29,27,2012,29
29,31,2012,245
29,37,2012,112
29,43,2012,55
29,47,2012,39
29,53,2012,124
29,55,2012,34
29,59,2012,58
29,63,2012,18
29,65,2012,14
29,67,2012,56
29,71,2012,177
29,73,2012,133
29,77,2012,830
29,79,2012,75
29,81,2012,118
29,85,2012,29
29,91,2012,41
29,95,2012,41
29,99,2012,106
29,101,2012,144
29,105,2012,62
29,107,2012,641
29,109,2012,58
29,113,2012,114
29,117,2012,10
29,119,2012,45
29,121,2012,42
29,123,2012,3
29,125,2012,76
29,131,2012,415
29,135,2012,84
29,137,2012,71
29,141,2012,65
29,145,2012,85
29,149,2012,34
29,153,2012,12
29,159,2012,85
29,161,2012,19
29,163,2012,190
29,165,2012,54
29,167,2012,152
29,169,2012,20
29,175,2012,27
29,177,2012,130
29,185,2012,7
29,186,2012,52
29,187,2012,56
29,189,2012,207
29,199,2012,44
29,209,2012,31
29,213,2012,18
29,215,2012,41
29,217,2012,489
29,219,2012,57
29,221,2012,9
29,223,2012,17
29,225,2012,41
29,229,2012,109
30,27,2012,17929
30,31,2012,2135
30,53,2012,2432
30,63,2012,2815
30,111,2012,6931
31,27,2012,2512
31,93,2012,6202
31,107,2012,7
31,109,2012,375
31,139,2012,3604
31,155,2012,260
32,1,2012,156
32,7,2012,7
32,19,2012,526
32,31,2012,8823
33,5,2012,447
33,7,2012,29
33,9,2012,66
33,11,2012,1538
33,15,2012,364
33,17,2012,110
33,19,2012,44
34,1,2012,427
34,5,2012,394
34,7,2012,38
34,9,2012,90
34,11,2012,52
34,19,2012,1074
34,21,2012,119
34,27,2012,370
34,29,2012,1050
34,37,2012,240
34,41,2012,117
35,1,2012,507
35,5,2012,25
35,31,2012,60
35,35,2012,27
35,39,2012,87
35,49,2012,85
35,55,2012,993
35,61,2012,297
36,1,2012,96
36,3,2012,221
36,7,2012,73
36,9,2012,33061
36,11,2012,2190
36,13,2012,1338
36,15,2012,215
36,19,2012,184
36,21,2012,541
36,25,2012,118
36,27,2012,360
36,29,2012,673
36,31,2012,44
36,33,2012,112
36,39,2012,590
36,45,2012,1540
36,49,2012,88
36,51,2012,211
36,53,2012,1278
36,65,2012,1135
36,67,2012,631
36,69,2012,436
36,71,2012,223
36,75,2012,207
36,77,2012,669
36,83,2012,57
36,87,2012,122
36,89,2012,692
36,91,2012,140
36,97,2012,53
36,99,2012,204
36,101,2012,919
36,103,2012,423
36,105,2012,84
36,107,2012,1191
36,109,2012,259
36,111,2012,208
36,115,2012,1032
36,119,2012,95
36,121,2012,1092
36,123,2012,672
37,1,2012,615
37,3,2012,79
37,5,2012,87
37,7,2012,24
37,9,2012,460
37,11,2012,153
37,17,2012,278
37,19,2012,134
37,21,2012,920
37,23,2012,723
37,25,2012,121
37,27,2012,387
37,33,2012,281
37,35,2012,266
37,37,2012,269
37,39,2012,180
37,45,2012,636
37,51,2012,120
37,57,2012,182
37,59,2012,139
37,61,2012,35
37,63,2012,69
37,67,2012,600
37,71,2012,236
37,77,2012,128
37,81,2012,213
37,85,2012,124
37,87,2012,151
37,89,2012,171
37,97,2012,785
37,101,2012,99
37,103,2012,90
37,105,2012,79
37,107,2012,71
37,109,2012,125
37,111,2012,440
37,113,2012,294
37,115,2012,268
37,119,2012,147
37,121,2012,56
37,123,2012,24
37,125,2012,139
37,127,2012,81
37,131,2012,16
37,137,2012,27
37,147,2012,232
37,149,2012,107
37,151,2012,194
37,153,2012,79
37,157,2012,387
37,159,2012,309
37,161,2012,287
37,163,2012,540
37,167,2012,182
37,169,2012,310
37,171,2012,347
37,175,2012,84
37,179,2012,150
37,183,2012,380
37,189,2012,102
37,193,2012,276
37,197,2012,1366
37,199,2012,230
38,1,2012,16438
38,17,2012,31752
38,31,2012,17500
38,35,2012,8970
38,41,2012,9156
38,43,2012,9702
38,55,2012,36924
38,59,2012,13254
38,63,2012,2925
38,77,2012,7100
38,89,2012,23824
38,93,2012,2502
39,1,2012,118
39,3,2012,251
39,5,2012,359
39,7,2012,106
39,9,2012,205
39,11,2012,99
39,13,2012,63
39,15,2012,108
39,17,2012,236
39,19,2012,83
39,21,2012,102
39,23,2012,54
39,25,2012,229
39,27,2012,287
39,29,2012,202
39,31,2012,139
39,33,2012,146
39,35,2012,106
39,37,2012,137
39,39,2012,207
39,41,2012,1042
39,45,2012,254
39,47,2012,85
39,49,2012,240
39,51,2012,147
39,55,2012,215
39,57,2012,142
39,59,2012,55
39,61,2012,257
39,65,2012,545
39,71,2012,136
39,73,2012,58
39,75,2012,475
39,77,2012,654
39,81,2012,192
39,83,2012,305
39,85,2012,75
39,87,2012,101
39,89,2012,213
39,91,2012,202
39,93,2012,296
39,95,2012,277
39,97,2012,35
39,99,2012,145
39,103,2012,473
39,105,2012,134
39,107,2012,39
39,109,2012,249
39,111,2012,88
39,113,2012,231
39,117,2012,179
39,119,2012,129
39,123,2012,19
39,127,2012,126
39,129,2012,348
39,131,2012,123
39,133,2012,330
39,135,2012,89
39,137,2012,110
39,139,2012,422
39,141,2012,231
39,143,2012,87
39,145,2012,160
39,147,2012,110
39,149,2012,38
39,151,2012,379
39,153,2012,147
39,155,2012,301
39,157,2012,103
39,159,2012,152
39,163,2012,9
39,165,2012,349
39,167,2012,113
39,169,2012,672
39,175,2012,308
40,1,2012,15437
40,5,2012,46
40,13,2012,25
40,21,2012,83
40,23,2012,6
40,27,2012,798
40,35,2012,602
40,37,2012,99
40,39,2012,22
40,41,2012,44
40,49,2012,133
40,51,2012,40
40,61,2012,49
40,69,2012,65
40,77,2012,16
40,79,2012,87
40,81,2012,207
40,83,2012,286
40,87,2012,11
40,97,2012,185
40,101,2012,82
40,105,2012,12
40,109,2012,452
40,111,2012,63
40,113,2012,48
40,117,2012,15
40,119,2012,119
40,121,2012,79
40,123,2012,23
40,125,2012,53
40,131,2012,152
40,143,2012,72
40,145,2012,34
41,3,2012,11021
41,5,2012,9365
41,7,2012,13
41,9,2012,109
41,11,2012,44
41,13,2012,12
41,15,2012,7
41,17,2012,33
41,19,2012,858
41,25,2012,49
41,29,2012,2917
41,33,2012,857
41,39,2012,2505
41,41,2012,39
41,47,2012,9604
41,51,2012,830
41,53,2012,3329
41,57,2012,44
41,59,2012,8508
41,67,2012,1185
41,71,2012,6510
42,1,2012,2659
42,3,2012,407
42,5,2012,170
42,7,2012,285
42,9,2012,163
42,11,2012,1000
42,13,2012,141
42,15,2012,552
42,17,2012,218
42,19,2012,211
42,21,2012,135
42,25,2012,17
42,27,2012,313
42,29,2012,848
42,31,2012,96
42,33,2012,175
42,35,2012,238
42,39,2012,375
42,41,2012,723
42,43,2012,423
42,45,2012,109
42,51,2012,48
42,55,2012,1131
42,57,2012,8
42,59,2012,86
42,61,2012,179
42,63,2012,211
42,65,2012,304
42,67,2012,239
42,71,2012,650
42,75,2012,74
42,77,2012,146
42,83,2012,10
42,85,2012,354
42,89,2012,110
42,91,2012,400
42,93,2012,45
42,95,2012,104
42,99,2012,87
42,107,2012,150
42,109,2012,323
42,111,2012,252
42,113,2012,18
42,115,2012,112
42,117,2012,509
42,123,2012,49
42,125,2012,220
42,127,2012,345
42,129,2012,178
42,131,2012,404
42,133,2012,503
44,3,2012,10
44,7,2012,244
44,9,2012,391
45,1,2012,87
45,3,2012,191
45,7,2012,398
45,15,2012,152
45,19,2012,83
45,21,2012,98
45,23,2012,102
45,25,2012,70
45,35,2012,61
45,43,2012,17
45,45,2012,405
45,47,2012,93
45,51,2012,345
45,55,2012,39
45,57,2012,417
45,59,2012,123
45,61,2012,14
45,63,2012,208
45,65,2012,74
45,71,2012,75
45,73,2012,280
45,75,2012,265
45,77,2012,1003
45,81,2012,102
45,83,2012,189
45,91,2012,213
46,5,2012,10458
46,19,2012,1340
46,53,2012,6805
46,77,2012,2765
46,123,2012,8632
46,135,2012,6153
47,1,2012,298
47,3,2012,287
47,5,2012,148
47,9,2012,559
47,11,2012,153
47,13,2012,99
47,15,2012,112
47,17,2012,91
47,19,2012,62
47,21,2012,29
47,25,2012,165
47,29,2012,1105
47,31,2012,202
47,33,2012,18
47,35,2012,170
47,37,2012,282
47,39,2012,67
47,43,2012,120
47,45,2012,249
47,47,2012,164
47,49,2012,165
47,51,2012,175
47,55,2012,194
47,57,2012,155
47,59,2012,311
47,61,2012,50
47,63,2012,124
47,65,2012,376
47,67,2012,49
47,69,2012,19
47,73,2012,160
47,77,2012,53
47,81,2012,184
47,89,2012,199
47,91,2012,230
47,93,2012,748
47,99,2012,214
47,101,2012,57
47,103,2012,407
47,105,2012,238
47,107,2012,246
47,111,2012,61
47,113,2012,56
47,115,2012,40
47,117,2012,155
47,119,2012,269
47,121,2012,59
47,123,2012,170
47,125,2012,73
47,129,2012,72
47,131,2012,10
47,133,2012,165
47,139,2012,152
47,141,2012,186
47,143,2012,83
47,145,2012,102
47,147,2012,104
47,149,2012,262
47,151,2012,38
47,155,2012,253
47,157,2012,63
47,159,2012,59
47,163,2012,193
47,165,2012,164
47,167,2012,139
47,171,2012,22
47,173,2012,36
47,177,2012,96
47,179,2012,286
47,185,2012,71
47,187,2012,150
47,189,2012,219
48,1,2012,6593
48,5,2012,60
48,15,2012,55
48,19,2012,29
48,29,2012,132
48,31,2012,24
48,35,2012,75
48,41,2012,460
48,53,2012,64
48,55,2012,288
48,59,2012,12
48,61,2012,14
48,85,2012,1167
48,89,2012,14
48,91,2012,21
48,93,2012,36
48,95,2012,10
48,97,2012,355
48,113,2012,58
48,119,2012,34
48,139,2012,4141
48,143,2012,60
48,147,2012,157
48,149,2012,124
48,157,2012,38
48,159,2012,31
48,171,2012,44
48,175,2012,18
48,181,2012,253
48,187,2012,116
48,193,2012,9
48,203,2012,97
48,209,2012,35
48,217,2012,107
48,221,2012,17
48,225,2012,36
48,249,2012,176
48,251,2012,176
48,255,2012,19
48,257,2012,319
48,259,2012,13
48,265,2012,6
48,285,2012,46
48,287,2012,57
48,291,2012,13808
48,293,2012,64
48,315,2012,54
48,337,2012,34
48,339,2012,24
48,347,2012,21
48,349,2012,83
48,361,2012,100
48,363,2012,17
48,365,2012,8
48,367,2012,206
48,395,2012,55
48,397,2012,118
48,419,2012,122
48,423,2012,665
48,439,2012,95
48,441,2012,14
48,459,2012,51
48,467,2012,62
48,471,2012,73
48,473,2012,469
48,477,2012,58
48,481,2012,179
48,491,2012,100
48,493,2012,372
48,497,2012,100
48,499,2012,98
49,3,2012,376
49,7,2012,51
49,13,2012,6181
49,21,2012,51
49,25,2012,209
49,27,2012,7695
49,35,2012,593
49,41,2012,24
49,45,2012,74
49,49,2012,2021
49,57,2012,325
50,1,2012,4820
50,3,2012,139
50,7,2012,232
50,13,2012,27
50,15,2012,48
50,17,2012,319
50,19,2012,82
50,23,2012,593
50,25,2012,299
50,27,2012,220
51,1,2012,94
51,3,2012,245
51,9,2012,41
51,11,2012,138
51,15,2012,243
51,19,2012,371
51,21,2012,64
51,31,2012,208
51,35,2012,511
51,37,2012,91
51,43,2012,969
51,45,2012,24
51,47,2012,90
51,51,2012,16
51,59,2012,96
51,61,2012,402
51,63,2012,109
51,65,2012,30
51,67,2012,685
51,69,2012,167
51,71,2012,35
51,73,2012,61
51,75,2012,303
51,77,2012,115
51,83,2012,620
51,85,2012,291
51,89,2012,90
51,95,2012,56
51,99,2012,23
51,105,2012,179
51,107,2012,540
51,109,2012,152
51,111,2012,32
51,113,2012,59
51,117,2012,110
51,121,2012,93
51,125,2012,560
51,137,2012,47
51,141,2012,124
51,143,2012,543
51,145,2012,145
51,147,2012,121
51,153,2012,67
51,155,2012,85
51,157,2012,386
51,163,2012,216
51,165,2012,525
51,167,2012,128
51,169,2012,162
51,171,2012,259
51,173,2012,126
51,177,2012,137
51,179,2012,32
51,181,2012,24
51,185,2012,175
51,191,2012,219
51,195,2012,101
51,197,2012,301
51,199,2012,64
51,550,2012,97
51,800,2012,127
53,9,2012,162
53,11,2012,2906
53,15,2012,70
53,17,2012,33
53,25,2012,31460
53,27,2012,273
53,29,2012,191
53,31,2012,66
53,33,2012,1339
53,35,2012,146
53,39,2012,31
53,41,2012,262
53,45,2012,23
53,47,2012,1561
53,53,2012,981
53,55,2012,54
53,61,2012,588
53,63,2012,3437
53,65,2012,1755
53,67,2012,445
53,73,2012,727
53,77,2012,20357
54,1,2012,108
54,7,2012,616
54,11,2012,147
54,13,2012,162
54,15,2012,58
54,17,2012,125
54,19,2012,46
54,21,2012,140
54,25,2012,73
54,31,2012,170
54,33,2012,254
54,35,2012,348
54,37,2012,182
54,39,2012,119
54,41,2012,33
54,43,2012,54
54,49,2012,68
54,51,2012,64
54,55,2012,104
54,61,2012,31
54,63,2012,192
54,67,2012,117
54,71,2012,93
54,75,2012,39
54,77,2012,249
54,79,2012,46
54,81,2012,171
54,83,2012,464
54,85,2012,68
54,87,2012,148
54,89,2012,87
54,91,2012,59
54,93,2012,61
54,95,2012,32
54,97,2012,199
54,99,2012,236
54,105,2012,79
54,107,2012,256
55,5,2012,316
55,7,2012,72
55,9,2012,1472
55,11,2012,82
55,13,2012,39
55,15,2012,123
55,19,2012,3512
55,21,2012,387
55,23,2012,84
55,25,2012,1315
55,29,2012,33
55,31,2012,61
55,35,2012,267
55,39,2012,188
55,45,2012,111
55,47,2012,111
55,49,2012,262
55,53,2012,31
55,55,2012,76
55,57,2012,11
55,63,2012,109
55,65,2012,3992
55,67,2012,9
55,69,2012,8
55,71,2012,185
55,75,2012,293
55,77,2012,233
55,81,2012,546
55,87,2012,350
55,93,2012,543
55,95,2012,1543
55,101,2012,161
55,103,2012,798
55,105,2012,833
55,109,2012,232
55,121,2012,580
55,123,2012,1721
55,127,2012,69
55,129,2012,74
55,131,2012,917
55,135,2012,215
55,137,2012,745
56,13,2012,12069
1,1,2017,137
1,3,2017,376
1,9,2017,132
1,15,2017,391
1,17,2017,37
1,19,2017,139
1,31,2017,32
1,35,2017,65
1,39,2017,221
1,43,2017,90
1,45,2017,73
1,49,2017,74
1,55,2017,368
1,73,2017,125
1,75,2017,48
